@relation ellipsoid.50d4c.1

@attribute F1 numeric
@attribute F2 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F5 numeric
@attribute F6 numeric
@attribute F7 numeric
@attribute F8 numeric
@attribute F9 numeric
@attribute F10 numeric
@attribute F11 numeric
@attribute F12 numeric
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute F17 numeric
@attribute F18 numeric
@attribute F19 numeric
@attribute F20 numeric
@attribute F21 numeric
@attribute F22 numeric
@attribute F23 numeric
@attribute F24 numeric
@attribute F25 numeric
@attribute F26 numeric
@attribute F27 numeric
@attribute F28 numeric
@attribute F29 numeric
@attribute F30 numeric
@attribute F31 numeric
@attribute F32 numeric
@attribute F33 numeric
@attribute F34 numeric
@attribute F35 numeric
@attribute F36 numeric
@attribute F37 numeric
@attribute F38 numeric
@attribute F39 numeric
@attribute F40 numeric
@attribute F41 numeric
@attribute F42 numeric
@attribute F43 numeric
@attribute F44 numeric
@attribute F45 numeric
@attribute F46 numeric
@attribute F47 numeric
@attribute F48 numeric
@attribute F49 numeric
@attribute F50 numeric
@attribute class{Cluster1,Cluster2,Cluster3,Cluster4}

@data
-0.364367,0.302336,-0.039666,-0.252867,-0.274142,0.112885,0.029687,0.002635,-0.104115,-0.434435,0.01658,-0.255041,0.158248,0.224511,-0.274675,0.009493,-0.071403,0.092063,0.012198,0.102572,0.311876,0.021801,0.097682,0.346515,-0.373953,-0.099535,0.02545,0.202757,0.408981,0.094087,0.127868,0.171987,-0.004184,-0.477913,0.17129,0.173827,-0.025755,0.083958,-0.427103,0.029445,0.365496,0.031061,-0.26959,0.079127,0.109628,-0.171337,-0.195108,-0.007991,-0.043669,0.125982,Cluster3
-0.12329,0.039545,-0.077531,-0.126249,-0.174398,0.164027,-0.076348,-0.012909,-0.010719,-0.152967,0.11688,-0.177968,0.149774,-0.030339,-0.122819,0.007605,-0.049817,0.108801,0.136372,0.001065,0.116365,0.150221,0.194708,0.206162,-0.154441,-0.088424,-0.030278,0.150012,0.150661,0.056211,0.038093,-0.073818,-0.010265,-0.19239,-0.130684,0.041462,-0.003699,0.050799,-0.143407,-0.113733,0.160825,-0.016295,-0.087961,0.092205,0.050591,-0.067683,0.136955,-0.116313,-0.131327,0.033057,Cluster3
-0.079923,0.041391,-0.028958,-0.069357,-0.04444,0.020715,-0.060229,0.007216,-0.077761,-0.099806,0.009821,-0.034783,0.045068,0.010492,0.001165,-0.027801,0.018096,0.005419,-0.046361,-0.034641,0.072901,0.002527,0.036139,0.052914,-0.180513,-0.022352,0.024269,0.094898,0.021236,0.007116,0.008973,-0.030807,-0.02176,-0.085713,0.033957,0.04671,-0.042365,0.017936,-0.059632,-0.011878,0.033563,-0.03555,-0.004913,0.017228,0.055818,0.028973,-0.014758,-0.008738,-0.019635,0.105908,Cluster3
-0.584518,0.492406,-0.086097,-0.378445,-0.46567,0.190515,0.108265,-0.026654,-0.160631,-0.752123,0.074044,-0.427963,0.335234,0.470088,-0.478673,-0.011421,-0.117602,0.170033,0.055634,0.202453,0.492127,0.004106,0.14757,0.5809,-0.583997,-0.261562,0.0427,0.354618,0.842505,0.189664,0.186674,0.323784,-0.064589,-0.799973,0.29634,0.319972,-0.108481,0.135394,-0.715819,0.019638,0.622368,0.117884,-0.417753,0.161023,0.225251,-0.355999,-0.4107,-0.015805,-0.021437,0.222907,Cluster3
-0.268414,0.298501,-0.068712,-0.180983,-0.249942,0.149665,0.037672,-0.029296,-0.205257,-0.342602,0.057042,-0.246615,0.067651,0.26673,-0.278303,-0.041519,-0.065745,0.080446,-0.016849,0.008663,0.341743,-0.079018,0.16915,0.331497,-0.397814,-0.250518,-0.002577,0.317,0.455411,0.113505,0.071245,0.086147,-0.028594,-0.495346,0.189799,0.134814,-0.117013,0.093152,-0.370176,-0.02225,0.376348,-0.047557,-0.15585,0.09155,0.137031,-0.195398,-0.156462,-0.026664,0.055035,0.149424,Cluster3
-0.225515,0.248856,-0.038842,-0.196713,-0.16302,0.090594,0.007056,-0.012216,-0.077631,-0.328334,0.033653,-0.188206,0.145454,0.172874,-0.168607,0.006953,-0.059481,0.092259,-0.028769,0.107798,0.217732,0.026437,0.117863,0.257099,-0.282601,-0.106629,0.019001,0.183016,0.273701,0.046829,0.069253,0.100644,0.029055,-0.379281,0.129779,0.153438,-0.068595,0.067486,-0.319494,0.010042,0.276848,0.033059,-0.175765,0.075638,0.098086,-0.113197,-0.100567,0.009179,-0.021257,0.112138,Cluster3
-0.154057,0.075726,-0.017466,-0.090022,-0.089935,0.057785,-0.051192,-0.004125,-0.065648,-0.139565,-0.020134,-0.087877,0.07247,0.061412,-0.076466,-0.012498,-0.024408,0.036393,-0.057256,0.027455,0.116834,-0.015763,0.062367,0.116634,-0.184973,-0.054622,0.009256,0.093616,0.064327,0.014035,0.036395,0.022662,-0.008279,-0.179615,0.045419,0.085405,-0.015959,0.052841,-0.125284,0.013258,0.100964,-0.020999,-0.067811,0.024785,0.045276,-0.012378,-0.005572,-0.016696,-0.011222,0.054794,Cluster3
-0.413989,0.338808,-0.167129,-0.303362,-0.455173,0.10929,0.13964,-0.039746,-0.177734,-0.56884,0.047974,-0.307021,0.297086,0.279609,-0.358735,-0.007235,-0.01172,0.131291,0.03881,0.052439,0.358714,-0.005021,0.142767,0.473581,-0.399541,-0.154657,0.07312,0.306544,0.622938,0.160366,0.044972,0.267122,-0.007951,-0.663779,0.266912,0.243185,-0.174467,0.03814,-0.565537,-0.097918,0.48243,0.074583,-0.437742,0.115284,0.128991,-0.302106,-0.322605,0.050702,0.013727,0.246602,Cluster3
-0.551181,0.503821,0.002419,-0.44003,-0.431896,0.219152,0.053474,-0.07426,-0.145851,-0.764449,0.012578,-0.476027,0.23362,0.445901,-0.448728,-0.010661,-0.153349,0.221524,0.007289,0.168579,0.495398,-0.005433,0.177199,0.58961,-0.601996,-0.188085,0.001172,0.368038,0.825452,0.205322,0.112782,0.34109,-0.096855,-0.78449,0.298999,0.338963,-0.144266,0.030449,-0.640715,-0.046146,0.573858,0.056435,-0.413521,0.130057,0.246409,-0.324547,-0.365444,-0.013997,0.031869,0.210559,Cluster3
-0.503444,0.423047,-0.097418,-0.329047,-0.419931,0.103469,0.064419,-0.008534,-0.063261,-0.531101,0.050955,-0.340201,0.254374,0.388176,-0.391762,0.017403,-0.086815,0.112651,0.023546,0.123191,0.37188,0.027141,0.197789,0.500475,-0.442637,-0.242046,-0.008105,0.315362,0.622182,0.177429,0.162963,0.197634,-0.095653,-0.692889,0.217279,0.190703,-0.071034,0.098966,-0.651786,0.056825,0.487087,0.039127,-0.326547,0.110085,0.187769,-0.272298,-0.30634,-0.063444,0.057346,0.193299,Cluster3
-0.222389,0.16042,-0.023607,-0.14799,-0.157274,0.061158,-0.002277,-0.009953,-0.064861,-0.233465,-0.016154,-0.131255,0.101602,0.123784,-0.143952,-0.022206,-0.063077,0.054072,-0.031126,0.048158,0.180135,-0.011757,0.09335,0.205775,-0.250574,-0.083364,0.034872,0.142486,0.167336,0.039772,0.057478,0.084012,-0.003738,-0.266163,0.10346,0.096399,-0.049938,0.065185,-0.259798,0.003089,0.191794,-0.016157,-0.142923,0.041256,0.060405,-0.064569,-0.084819,-0.005998,-0.003234,0.081448,Cluster3
-0.220558,0.132971,-0.074359,-0.093053,0.023554,0.123899,0.00166,0.024633,-0.070067,-0.190498,0.009883,-0.146448,0.086451,0.198451,-0.156994,0.044664,-0.063684,0.079527,-0.049641,0.0258,0.187271,0.000345,0.041952,0.15924,-0.252501,-0.05909,-0.008021,0.152722,0.04872,0.008802,0.037591,0.100502,-0.0055,-0.212668,0.027455,0.083704,-0.147084,0.055929,-0.208245,0.094346,0.083475,-0.047883,-0.107351,0.093759,0.082169,-0.004282,-0.030998,-0.075552,-0.041291,0.031911,Cluster3
-0.286369,0.219194,-0.061799,-0.204371,-0.260257,0.09203,-0.063234,0.03326,-0.037763,-0.411913,0.004401,-0.195024,0.189378,0.183628,-0.18272,-0.007157,0.006729,0.115864,-0.024667,0.060089,0.274104,0.018389,0.150734,0.353946,-0.334271,-0.109873,0.053038,0.194702,0.335049,0.037332,0.03475,0.092036,0.025222,-0.472203,0.134525,0.243179,-0.119196,0.055868,-0.3504,0.023757,0.313465,0.029028,-0.213173,0.02625,0.098743,-0.141386,-0.11551,-0.031843,-0.026925,0.096384,Cluster3
-0.2519,0.188729,-0.027448,-0.206845,-0.191784,0.066115,0.001483,0.006041,-0.083632,-0.330752,0.008686,-0.162976,0.120374,0.180649,-0.172182,-0.026247,-0.054463,0.087668,-0.020898,0.089354,0.212499,-0.036064,0.118882,0.258188,-0.305487,-0.100344,0.002588,0.185504,0.274779,0.074521,0.054901,0.098767,-0.00156,-0.321016,0.106194,0.131521,-0.044381,0.060772,-0.300021,-0.014509,0.22784,0.042196,-0.189738,0.079858,0.070911,-0.094324,-0.094616,-0.008384,0.005961,0.098071,Cluster3
-0.200517,0.221117,-0.056337,-0.155573,-0.27878,0.023769,0.000229,0.018124,-0.045644,-0.26404,0.022492,-0.210849,0.079016,0.112628,-0.212136,0.014876,0.04443,-0.003705,-0.04858,0.083462,0.185584,0.020352,0.062871,0.235799,-0.288074,-0.153578,-0.004431,0.163545,0.218511,0.065081,0.053156,0.024179,-0.032943,-0.342184,0.053165,0.183046,-0.078305,0.064018,-0.268444,-0.087231,0.267289,-0.018596,-0.197793,0.030908,0.048609,-0.07339,-0.081136,0.067593,0.005041,0.042395,Cluster3
-0.678574,0.580223,-0.096721,-0.404313,-0.571233,0.271427,0.176791,-0.022637,-0.007624,-0.791237,0.008148,-0.457014,0.316294,0.502997,-0.534886,-0.103338,-0.095799,0.114454,0.037274,0.180219,0.511784,-0.018348,0.213747,0.647725,-0.658879,-0.263099,0.057607,0.432281,0.962977,0.161432,0.155376,0.335618,-0.141316,-0.796007,0.309811,0.2724,-0.189867,0.092995,-0.683714,-0.063192,0.66655,0.151481,-0.393303,0.123334,0.228975,-0.324593,-0.429826,-0.00593,0.002566,0.322636,Cluster3
-0.293525,0.090814,-0.07599,-0.149869,-0.011145,0.206317,-0.013619,-0.064082,-0.114766,-0.262347,-0.055287,-0.138674,0.096897,0.14007,-0.178665,0.015955,0.013932,0.077294,-0.046541,0.039643,0.291639,-0.068912,0.042608,0.253507,-0.255543,-0.140253,0.092504,0.176257,0.109805,0.115287,0.086721,0.025578,-0.00913,-0.334492,0.0903,0.134233,-0.161498,0.027582,-0.384746,0.054688,0.172556,-0.032263,-0.216052,-0.024083,0.019967,0.024506,-0.018039,0.019095,0.054191,0.038939,Cluster3
-0.455739,0.402765,-0.034487,-0.316798,-0.41626,0.154506,0.088798,-0.03234,-0.115848,-0.612134,0.02078,-0.356281,0.210821,0.353281,-0.391063,0.00943,-0.114451,0.137325,0.030349,0.10669,0.428278,-0.080181,0.129449,0.516961,-0.491787,-0.148645,0.003916,0.295963,0.618503,0.139342,0.099263,0.226861,-0.028671,-0.651293,0.247334,0.266154,-0.137832,0.111776,-0.599459,-0.008588,0.526271,0.038325,-0.259926,0.113116,0.20184,-0.186526,-0.297759,0.016935,-0.023411,0.222885,Cluster3
-0.326371,0.265244,-0.066548,-0.193649,-0.157067,0.12325,-0.015076,-0.030354,-0.106005,-0.355046,0.009633,-0.271941,0.195075,0.221174,-0.269898,0.012489,-0.021432,0.107023,-0.02546,0.088449,0.256373,-0.055902,0.067549,0.304677,-0.393005,-0.160708,-0.016893,0.166232,0.315147,0.083023,0.122606,0.071962,-0.048333,-0.429056,0.206263,0.227928,-0.014838,0.030392,-0.353539,0.020397,0.304279,0.049202,-0.221659,0.080061,0.10433,-0.146773,-0.2005,0.001526,0.015437,0.104919,Cluster3
-0.469939,0.434239,-0.058494,-0.348873,-0.429242,0.179758,0.10545,-0.036615,-0.113331,-0.617981,0.042084,-0.366801,0.254018,0.339148,-0.434597,-0.085174,-0.130014,0.154338,0.018399,0.139301,0.452094,-0.067452,0.158071,0.511482,-0.526416,-0.26211,-0.003398,0.352059,0.655669,0.170054,0.125456,0.263401,-0.056692,-0.741809,0.277989,0.238106,-0.163473,0.087121,-0.661284,0.061718,0.542919,0.11878,-0.317847,0.195316,0.208034,-0.303264,-0.320664,0.077252,-0.042027,0.170095,Cluster3
-0.106079,0.083715,-0.051661,-0.069515,-0.046993,0.002055,-0.033053,0.010792,-0.094365,-0.164123,0.002671,-0.087335,0.070832,0.059204,-0.070665,-0.043149,-0.010327,0.027973,-0.041995,0.059752,0.129322,-0.024448,0.092031,0.034337,-0.146955,-0.044864,0.00831,0.086321,0.063181,0.06224,0.026246,0.005054,-0.016666,-0.171628,0.045992,0.066106,0.001262,0.027998,-0.144136,0.017049,0.097132,-0.041536,-0.038061,0.000982,0.028529,0.021777,-0.012406,-0.025573,-0.023838,-0.006177,Cluster3
-0.432093,0.366717,-0.073667,-0.295929,-0.348235,0.155155,0.050816,-0.036195,-0.098533,-0.535511,0.009951,-0.312506,0.209652,0.309376,-0.355807,-0.019218,-0.08669,0.114569,0.015204,0.13564,0.358439,-0.01709,0.128232,0.448669,-0.444295,-0.163009,0.027058,0.279144,0.550654,0.1365,0.124848,0.180488,-0.033187,-0.607009,0.227423,0.234011,-0.083331,0.095435,-0.500324,0.016347,0.448526,0.051426,-0.273086,0.129228,0.139156,-0.230748,-0.264579,-0.000456,0.007331,0.149711,Cluster3
-0.349058,0.043657,0.014982,-0.043889,-0.108158,0.032577,-0.043455,0.089706,-0.1859,-0.253027,0.149304,-0.18784,0.167447,0.208909,-0.347871,0.075891,-0.099615,-0.022153,-0.02901,0.164314,0.155294,0.070274,0.094775,0.404643,-0.337355,-0.007575,-0.065626,0.199714,0.310532,-0.11445,0.068643,-0.002231,-0.043073,-0.31728,0.042191,0.11086,-0.102747,0.180921,-0.348526,-0.076175,0.300051,-0.159076,-0.161713,0.130952,0.063741,-0.164778,-0.01381,0.031126,0.013552,-0.010322,Cluster3
-0.35597,0.286625,-0.051784,-0.226729,-0.291093,0.155879,0.021596,-0.014283,-0.122764,-0.460384,-0.002495,-0.285721,0.189825,0.309443,-0.324464,0.031831,-0.050345,0.077478,0.029346,0.113586,0.322809,-0.006864,0.087041,0.374556,-0.425348,-0.152812,0.072013,0.209341,0.480283,0.123459,0.075492,0.141028,-0.044584,-0.476613,0.208629,0.140987,-0.106203,0.085033,-0.444796,0.008675,0.385847,0.013013,-0.204802,0.053404,0.139078,-0.173389,-0.223724,-0.004468,-0.079475,0.120163,Cluster3
-0.207564,0.017066,-0.052903,-0.056079,-0.113126,0.068392,0.003939,0.013746,-0.079097,-0.154318,0.042696,-0.121565,0.13977,-0.05216,-0.094476,0.017526,0.008238,0.132859,-0.058801,0.022684,0.12798,-0.073122,0.081553,0.059129,-0.213474,-0.065737,0.006355,0.17574,0.225922,0.142457,0.031193,0.007167,-0.08322,-0.105314,0.065902,-0.073148,0.056146,0.074519,-0.17014,-0.018373,0.103604,-0.069326,-0.041458,0.099571,-0.033085,-0.042057,-0.023561,-0.042082,-0.062069,0.157771,Cluster3
-0.142828,0.071282,0.023788,-0.158646,-0.109206,0.068316,-0.027595,0.064167,-0.074664,-0.239325,-0.022459,-0.113943,0.065917,0.067682,-0.098315,-0.029968,-0.035837,0.034113,-0.04875,0.069087,0.096245,0.070982,0.04398,0.076499,-0.239686,-0.049848,-0.044883,0.119505,0.095963,-0.019437,-0.025314,-0.044701,-0.015929,-0.173704,-0.021791,0.002322,-0.043092,0.087335,-0.122654,0.131378,0.198651,0.010545,-0.071835,0.091585,0.015739,-0.006719,-0.011054,-0.014525,0.037005,0.187711,Cluster3
-0.58914,0.556588,-0.094768,-0.464595,-0.53551,0.160943,0.072883,-0.153197,-0.11311,-0.709973,-0.013368,-0.363215,0.354621,0.464042,-0.427762,-0.072783,-0.12481,0.179009,0.036714,0.194183,0.526654,-0.017188,0.129205,0.478547,-0.554427,-0.260436,0.038521,0.380949,0.763909,0.172212,0.105325,0.312033,-0.188267,-0.722535,0.372348,0.437223,-0.169368,0.052187,-0.673984,0.09266,0.526076,0.090578,-0.514457,0.198002,0.175449,-0.32331,-0.29226,0.021736,0.016869,0.268639,Cluster3
-0.508027,0.418607,-0.094236,-0.375841,-0.458901,0.175769,0.051057,-0.07734,-0.148124,-0.558971,0.029851,-0.290287,0.299212,0.329425,-0.45208,0.043443,-0.134449,0.165679,-0.026049,0.119963,0.408833,-0.025021,0.153595,0.450827,-0.439284,-0.238593,0.048703,0.293308,0.7258,0.153587,0.114892,0.254409,-0.019914,-0.6719,0.231151,0.261432,-0.091351,0.056865,-0.640135,-0.073403,0.554144,0.099251,-0.396978,0.03343,0.094521,-0.318588,-0.334935,-0.000955,-0.009205,0.215099,Cluster3
-0.519605,0.464839,-0.065218,-0.318564,-0.4576,0.207373,0.104953,-0.023072,-0.123864,-0.63118,0.100739,-0.45577,0.323543,0.469859,-0.415111,0.018014,-0.00422,0.180995,-0.021745,0.183017,0.38602,0.115824,0.165012,0.426955,-0.359791,-0.304443,0.078545,0.37961,0.593857,0.123882,0.11826,0.282254,0.0024,-0.758919,0.191241,0.384463,-0.152005,0.168156,-0.682882,0.131415,0.435658,0.201072,-0.338207,0.155655,0.256524,-0.388102,-0.55928,0.059945,-0.05326,0.250833,Cluster3
-0.172335,0.112603,-0.007387,-0.081898,-0.12983,0.063604,0.000087,-0.011698,-0.049653,-0.136705,-0.028892,-0.056984,0.112842,0.081278,-0.165232,-0.069044,-0.044829,0.035826,-0.001095,0.047369,0.160707,-0.063625,0.036583,0.13674,-0.210157,-0.080495,-0.061293,0.104497,0.144384,0.052737,0.012786,0.018936,-0.026409,-0.21132,-0.021398,0.044687,-0.058084,0.048844,-0.187991,-0.051868,0.154235,-0.036087,-0.187638,0.046122,0.093174,-0.065197,-0.013819,-0.075837,-0.007247,0.0544,Cluster3
-0.223006,0.224636,-0.030173,-0.267738,-0.072643,0.020493,-0.026383,0.042895,-0.078146,-0.1124,0.002652,-0.04411,0.177719,0.137593,-0.164284,-0.124027,-0.011795,0.066236,-0.071864,0.096134,0.199276,0.0327,0.002845,0.117049,-0.243412,-0.094182,0.014243,0.142506,0.187265,-0.023211,0.050294,0.057021,-0.025464,-0.294246,0.105249,0.178787,-0.004239,0.014247,-0.231395,0.053037,0.237514,-0.028752,-0.097124,0.126054,0.085804,-0.101078,-0.07397,0.045245,-0.010853,0.105038,Cluster3
-0.268646,0.148249,-0.087305,-0.126958,-0.025934,-0.077653,0.050331,-0.037922,0.059494,-0.186552,-0.012895,-0.107958,0.06041,0.25063,-0.126551,0.106876,-0.016211,-0.033879,-0.071257,0.138845,0.129525,-0.01634,0.157699,0.197856,-0.308911,0.028258,0.02304,0.254384,0.302351,-0.053253,0.07706,0.037453,-0.047026,-0.150832,0.14153,0.015453,0.089624,0.06635,-0.235472,0.142113,0.086704,0.036348,-0.100477,0.046815,0.01722,0.05561,0.04086,-0.046387,-0.006253,0.037641,Cluster3
-0.287282,0.23352,-0.045167,-0.193467,-0.210963,0.094702,0.004819,-0.017648,-0.081418,-0.344983,0.006656,-0.207037,0.141827,0.187373,-0.218248,-0.011274,-0.050261,0.086018,-0.022173,0.076029,0.242817,-0.011262,0.093745,0.283369,-0.312247,-0.117821,0.020674,0.190295,0.317424,0.073567,0.076639,0.11451,-0.019635,-0.3904,0.136486,0.146531,-0.054652,0.072515,-0.324855,0.01428,0.281998,0.014218,-0.182832,0.061216,0.103166,-0.120168,-0.132569,-0.01305,-0.004028,0.105398,Cluster3
-0.595252,0.589315,-0.105775,-0.511925,-0.519864,0.278724,0.153079,-0.010227,-0.170074,-0.75109,0.009464,-0.407194,0.3026,0.47674,-0.569245,-0.087282,-0.110838,0.25284,0.047577,0.131731,0.560675,0.010441,0.150229,0.618527,-0.590544,-0.132851,-0.03547,0.309399,0.81947,0.224106,0.187995,0.335695,-0.039711,-0.870275,0.319717,0.338889,0.004612,0.175759,-0.685214,-0.026344,0.638461,0.129985,-0.392644,0.186096,0.151457,-0.431183,-0.367778,0.062222,-0.047005,0.279994,Cluster3
-0.120861,0.048043,-0.055464,-0.04879,-0.012665,0.038515,-0.023262,-0.078299,-0.154075,-0.127006,0.013959,-0.07616,0.056607,0.034375,0.011767,-0.097355,0.008238,0.049048,-0.068016,0.031908,0.10223,-0.010301,0.138212,0.09408,-0.16776,-0.082833,0.008016,0.22538,-0.062326,0.028283,0.017102,0.026338,-0.018596,-0.156082,0.023174,0.095163,0.061822,-0.030166,-0.150426,-0.015763,0.078229,0.015398,-0.074976,-0.036629,0.036571,-0.000335,0.039413,0.01692,-0.110681,-0.012564,Cluster3
-0.308748,0.263109,-0.043687,-0.290497,-0.316571,0.110624,0.029693,0.012901,-0.049521,-0.42461,0.010013,-0.346059,0.110504,0.190345,-0.195672,0.004109,-0.030435,0.065505,-0.049004,0.122358,0.403348,0.025367,0.112606,0.333478,-0.393946,-0.050814,0.017774,0.17623,0.379325,0.123296,0.057737,0.159562,-0.071411,-0.504774,0.215827,0.107408,-0.04483,0.071738,-0.370814,0.049287,0.353018,0.003084,-0.180701,0.042341,0.149842,-0.147974,-0.233522,0.044308,-0.03012,0.152504,Cluster3
-0.264395,0.207531,-0.040688,-0.175048,-0.186655,0.089174,-0.00338,-0.013426,-0.078307,-0.314391,0.004186,-0.186027,0.131059,0.160703,-0.193164,-0.012721,-0.041709,0.078456,-0.020942,0.068804,0.219657,-0.007094,0.089766,0.255363,-0.290552,-0.107776,0.020687,0.17633,0.272876,0.066334,0.068921,0.097058,-0.018736,-0.357085,0.121115,0.138078,-0.050054,0.066279,-0.292361,0.015644,0.252091,0.008745,-0.16441,0.054669,0.089908,-0.099865,-0.11294,-0.011713,-0.006059,0.096944,Cluster3
-0.358063,0.268921,-0.075638,-0.187189,-0.235341,0.066091,0.042166,-0.017987,-0.030784,-0.431436,0.003658,-0.242123,0.155893,0.255767,-0.275912,0.003747,-0.100771,0.105551,0.01882,0.049547,0.22044,0.002201,0.110494,0.291976,-0.342615,-0.126545,0.014537,0.215621,0.394516,0.082862,0.112909,0.120938,-0.052771,-0.457462,0.125208,0.223158,-0.006688,0.064687,-0.359657,-0.032848,0.316294,0.01047,-0.213339,0.092214,0.122675,-0.152513,-0.18499,-0.020881,0.026621,0.139303,Cluster3
-0.473296,0.506782,-0.139145,-0.368015,-0.506125,0.188724,0.17051,-0.082741,-0.147492,-0.551332,-0.047732,-0.444093,0.23765,0.450259,-0.384246,-0.051866,-0.096026,0.129209,-0.009012,0.21098,0.412191,-0.033756,0.142647,0.529861,-0.478416,-0.291422,0.028838,0.329594,0.751843,0.204805,0.160845,0.220243,-0.02244,-0.689033,0.36602,0.371751,-0.126615,0.038613,-0.676552,0.023537,0.510141,0.094213,-0.467858,0.163753,0.370989,-0.315061,-0.394069,-0.127235,0.027483,0.067537,Cluster3
-0.325436,0.312922,-0.076036,-0.253805,-0.277961,0.11319,0.001613,-0.013724,-0.138257,-0.39474,-0.008518,-0.230026,0.193802,0.251152,-0.30388,-0.037537,-0.012726,0.099774,-0.023348,0.064286,0.2867,-0.073436,0.081091,0.323121,-0.38508,-0.116981,0.035941,0.229019,0.446075,0.103782,0.089897,0.163737,-0.032122,-0.523722,0.189851,0.185309,-0.055551,0.041496,-0.408721,0.015869,0.385469,-0.003023,-0.21854,0.090198,0.167618,-0.157064,-0.153463,-0.02926,0.045941,0.136652,Cluster3
-0.44971,0.333299,0.07236,-0.231426,-0.511198,0.231822,0.127954,-0.098797,-0.066799,-0.557408,0.054225,-0.212649,0.263198,0.315475,-0.23455,0.048467,-0.108306,0.152045,0.019521,0.211437,0.361226,-0.094211,0.12688,0.398979,-0.292241,-0.138193,0.19148,0.364243,0.562037,0.102696,0.066109,0.201652,0.04587,-0.484523,0.231537,0.228885,-0.160845,0.103591,-0.600664,0.017935,0.498478,0.059276,-0.147579,0.024322,0.258076,-0.35218,-0.126873,0.143575,0.10875,0.181377,Cluster3
-0.176309,0.027322,-0.064489,-0.005966,-0.067816,0.051132,-0.072138,0.011859,0.031283,-0.099164,0.04958,-0.089985,-0.031845,-0.034048,-0.036737,-0.031468,-0.011946,0.000936,-0.108343,0.047698,0.018591,-0.033058,0.011327,0.177558,-0.137796,-0.140168,0.014801,0.17598,0.009692,0.02313,-0.011904,-0.007243,0.025598,-0.086095,0.068323,0.008756,-0.036131,0.053816,-0.074998,-0.064132,-0.016928,0.000226,-0.001392,-0.040735,0.012103,0.006049,0.042086,-0.032213,0.027612,0.03302,Cluster3
-0.237367,0.195375,-0.046263,-0.221289,-0.118918,0.090089,-0.081246,-0.077732,-0.02752,-0.284975,0.011996,-0.098963,0.110508,0.223568,-0.328561,-0.014511,-0.024804,0.09004,0.00877,0.013941,0.244699,-0.050046,0.099977,0.203716,-0.292843,-0.014448,-0.014633,0.131396,0.289141,0.07871,0.058134,0.057644,0.035194,-0.362257,0.111389,0.210506,0.06076,0.027145,-0.310658,-0.028488,0.291426,0.011167,-0.198566,0.039245,0.060365,-0.113094,-0.133707,0.04495,0.077541,0.118504,Cluster3
-0.542615,0.439523,-0.074348,-0.352827,-0.447825,0.170383,0.096434,-0.030046,-0.121376,-0.635084,0.022579,-0.414185,0.261358,0.409601,-0.446379,-0.028838,-0.12081,0.136817,0.032006,0.164841,0.455334,0.00189,0.107988,0.556868,-0.486087,-0.201267,0.011351,0.300966,0.705219,0.140773,0.132535,0.234506,-0.024118,-0.756523,0.262458,0.292272,-0.100576,0.10715,-0.641109,0.00129,0.498862,0.079965,-0.339522,0.125247,0.18924,-0.300356,-0.32106,-0.039055,0.003043,0.183905,Cluster3
-0.135837,0.052897,-0.026575,-0.073886,-0.039433,0.024201,-0.060748,0.001012,-0.061871,-0.139631,-0.001048,-0.084968,0.063759,0.039424,-0.057545,-0.017503,-0.005593,0.039803,-0.046264,0.025741,0.090319,0.010813,0.061163,0.082016,-0.179417,-0.041209,0.027042,0.080413,0.030918,0.019504,0.019445,-0.004773,-0.002317,-0.141649,0.055091,0.065272,-0.016687,0.048272,-0.089543,0.008933,0.072061,-0.018433,-0.063729,0.006269,0.033636,0.013165,0.008235,-0.021641,-0.007418,0.046773,Cluster3
-0.422342,0.318747,-0.056111,-0.205434,-0.360096,0.212521,0.162948,-0.018897,-0.156443,-0.557194,-0.021604,-0.309013,0.333644,0.251128,-0.515373,-0.067505,-0.042517,0.142758,-0.003268,0.154795,0.317757,0.056743,0.273236,0.386764,-0.491575,-0.300026,0.048238,0.493625,0.598831,0.244159,0.124814,0.049973,-0.024752,-0.412304,0.413829,0.243457,-0.050256,0.166907,-0.562117,-0.100536,0.573488,0.13672,-0.234924,0.114033,0.165351,-0.217421,-0.314471,-0.067991,-0.094877,0.046078,Cluster3
-0.336742,0.274009,-0.046062,-0.229993,-0.242093,0.109011,0.020152,-0.027742,-0.093651,-0.405339,0.011207,-0.238948,0.173033,0.223945,-0.25592,-0.014005,-0.050578,0.092808,-0.013233,0.089444,0.276084,-0.016446,0.116133,0.326016,-0.347431,-0.143411,0.019236,0.21861,0.392747,0.088721,0.088646,0.144489,-0.025044,-0.467883,0.16639,0.175538,-0.070557,0.083349,-0.374427,0.021392,0.33408,0.016288,-0.211775,0.071714,0.125353,-0.159268,-0.166164,-0.012978,-0.003445,0.137968,Cluster3
